viewer_id,video_id,watched_ms,drop_ms,completed,is_synthetic
vw_017,vid_ch_s01_0,18000,,true,true
vw_017,vid_ch_pix_1,12000,,true,true
vw_017,vid_ch_s06_1,15000,,true,true
vw_017,vid_ch_s18_0,7498,7498,false,true
vw_017,vid_ch_s20_1,18000,,true,true
vw_017,vid_ch_s20_0,18000,,true,true
vw_017,vid_ch_s13_1,3298,3298,false,true
vw_017,vid_ch_s01_2,5141,5141,false,true
vw_017,vid_ch_s08_1,6064,6064,false,true
vw_017,vid_ch_s11_0,5302,5302,false,true
vw_017,vid_ch_s12_1,8577,8577,false,true
vw_017,vid_ch_s20_2,12000,,true,true
vw_017,vid_ch_s05_2,15000,,true,true
vw_018,vid_ch_juno_0,12000,,true,true
vw_018,vid_ch_s17_1,6319,6319,false,true
vw_018,vid_ch_s13_1,3852,3852,false,true
vw_018,vid_ch_s00_1,15000,,true,true
vw_018,vid_ch_pix_1,7616,7616,false,true
vw_018,vid_ch_aki_0,9000,,true,true
vw_018,vid_ch_s04_2,12000,,true,true
vw_018,vid_ch_s01_3,12000,,true,true
vw_018,vid_ch_s02_1,4587,4587,false,true
vw_018,vid_ch_vera_1,6806,6806,false,true
vw_018,vid_ch_s06_0,3038,3038,false,true
vw_018,vid_ch_s11_0,9000,,true,true
vw_018,vid_ch_pix_2,15000,,true,true
vw_018,vid_ch_s02_0,6364,6364,false,true
vw_019,vid_ch_s07_0,18000,,true,true
vw_019,vid_ch_s21_0,15000,,true,true
vw_019,vid_ch_ray_0,4065,4065,false,true
vw_019,vid_ch_s13_1,4091,4091,false,true
vw_019,vid_ch_aki_3,3370,3370,false,true
vw_019,vid_ch_s21_1,4571,4571,false,true
vw_019,vid_ch_ray_1,12000,,true,true
vw_019,vid_ch_s06_2,5733,5733,false,true
vw_019,vid_ch_s19_3,5386,5386,false,true
vw_019,vid_ch_s15_0,7324,7324,false,true
vw_019,vid_ch_s01_2,18000,,true,true
vw_019,vid_ch_mei_0,1649,1649,false,true
vw_019,vid_ch_vera_0,2983,2983,false,true
vw_019,vid_ch_s05_1,4362,4362,false,true
vw_019,vid_ch_s19_0,5550,5550,false,true
vw_019,vid_ch_s17_0,2124,2124,false,true
vw_019,vid_ch_s19_2,4300,4300,false,true
vw_019,vid_ch_nova_1,2662,2662,false,true
vw_019,vid_ch_s19_1,4649,4649,false,true
vw_019,vid_ch_pix_0,5470,5470,false,true
vw_019,vid_ch_s02_2,3248,3248,false,true
vw_019,vid_ch_s09_0,7274,7274,false,true
vw_019,vid_ch_juno_1,9000,,true,true
vw_020,vid_ch_s21_1,6878,6878,false,true
vw_020,vid_ch_vera_0,7488,7488,false,true
vw_020,vid_ch_s04_0,3302,3302,false,true
vw_020,vid_ch_s00_0,3915,3915,false,true
vw_020,vid_ch_ray_0,5575,5575,false,true
vw_020,vid_ch_s11_3,12000,,true,true
vw_020,vid_ch_mei_1,9000,,true,true
vw_020,vid_ch_s17_0,5826,5826,false,true
vw_020,vid_ch_s11_2,5453,5453,false,true
vw_020,vid_ch_s19_0,4657,4657,false,true
vw_020,vid_ch_s01_3,12000,,true,true
vw_020,vid_ch_s20_1,18000,,true,true
vw_020,vid_ch_kai_1,7848,7848,false,true
vw_020,vid_ch_s08_2,15000,,true,true
vw_020,vid_ch_s13_1,5507,5507,false,true
vw_020,vid_ch_kai_2,3253,3253,false,true
vw_020,vid_ch_s17_1,12000,,true,true
vw_020,vid_ch_s06_1,6831,6831,false,true
vw_021,vid_ch_s06_1,15000,,true,true
vw_021,vid_ch_s08_1,6155,6155,false,true
vw_021,vid_ch_s02_0,6275,6275,false,true
vw_021,vid_ch_s06_0,15000,,true,true
vw_021,vid_ch_aki_3,15000,,true,true
vw_021,vid_ch_s21_0,15000,,true,true
vw_021,vid_ch_s21_2,4020,4020,false,true
vw_021,vid_ch_s09_0,12000,,true,true
vw_021,vid_ch_s04_2,12000,,true,true
vw_021,vid_ch_s01_3,4939,4939,false,true
vw_021,vid_ch_s11_3,5391,5391,false,true
vw_021,vid_ch_s18_0,2410,2410,false,true
vw_021,vid_ch_s15_1,18000,,true,true
vw_021,vid_ch_s02_2,15000,,true,true
vw_021,vid_ch_s17_1,3301,3301,false,true
vw_021,vid_ch_s05_2,2760,2760,false,true
vw_022,vid_ch_s21_1,4080,4080,false,true
vw_022,vid_ch_s11_2,18000,,true,true
vw_022,vid_ch_s03_0,5166,5166,false,true
vw_022,vid_ch_s12_3,9000,,true,true
vw_022,vid_ch_s18_1,10318,10318,false,true
vw_022,vid_ch_ray_1,12000,,true,true
vw_022,vid_ch_s12_0,3252,3252,false,true
vw_022,vid_ch_s12_2,9185,9185,false,true
vw_022,vid_ch_s04_2,5115,5115,false,true
vw_022,vid_ch_s16_2,18000,,true,true
vw_022,vid_ch_s09_1,3981,3981,false,true
vw_022,vid_ch_s04_0,15000,,true,true
vw_022,vid_ch_nova_1,2846,2846,false,true
vw_022,vid_ch_s19_2,7962,7962,false,true
vw_022,vid_ch_s02_2,7983,7983,false,true
vw_022,vid_ch_s18_2,5548,5548,false,true
vw_022,vid_ch_s17_1,1990,1990,false,true
vw_022,vid_ch_s01_0,5949,5949,false,true
vw_022,vid_ch_s06_1,3519,3519,false,true
vw_022,vid_ch_s09_0,3918,3918,false,true
vw_022,vid_ch_s16_1,4570,4570,false,true
vw_022,vid_ch_pix_1,2556,2556,false,true
vw_022,vid_ch_s15_0,3074,3074,false,true
vw_023,vid_ch_aki_0,4539,4539,false,true
vw_023,vid_ch_nova_0,18000,,true,true
vw_023,vid_ch_s04_0,15000,,true,true
vw_023,vid_ch_s17_1,12000,,true,true
vw_023,vid_ch_s16_0,5116,5116,false,true
vw_023,vid_ch_s11_0,3062,3062,false,true
vw_023,vid_ch_s16_1,7682,7682,false,true
vw_023,vid_ch_s01_2,9211,9211,false,true
vw_023,vid_ch_s05_0,9000,,true,true
vw_023,vid_ch_juno_1,5508,5508,false,true
vw_023,vid_ch_vera_1,3534,3534,false,true
vw_023,vid_ch_s21_2,4457,4457,false,true
vw_023,vid_ch_kai_2,4221,4221,false,true
vw_023,vid_ch_s03_0,18000,,true,true
vw_023,vid_ch_s16_2,18000,,true,true
vw_023,vid_ch_pix_1,12000,,true,true
vw_023,vid_ch_nova_1,12000,,true,true
vw_023,vid_ch_s06_0,6657,6657,false,true
vw_023,vid_ch_s05_2,4885,4885,false,true
vw_023,vid_ch_s06_1,7205,7205,false,true
vw_023,vid_ch_aki_2,2407,2407,false,true
vw_023,vid_ch_s05_1,12000,,true,true
vw_023,vid_ch_s18_2,2747,2747,false,true
vw_024,vid_ch_s12_2,3266,3266,false,true
vw_024,vid_ch_s08_2,3823,3823,false,true
vw_024,vid_ch_aki_1,12000,,true,true
vw_024,vid_ch_s01_0,18000,,true,true
vw_024,vid_ch_aki_2,3343,3343,false,true
vw_024,vid_ch_s19_3,4007,4007,false,true
vw_024,vid_ch_s14_0,5059,5059,false,true
vw_024,vid_ch_s12_3,9000,,true,true
vw_024,vid_ch_s08_0,3196,3196,false,true
vw_024,vid_ch_kai_1,15000,,true,true
vw_024,vid_ch_s19_0,5232,5232,false,true
vw_024,vid_ch_s18_2,12000,,true,true
vw_024,vid_ch_s07_1,7678,7678,false,true
vw_024,vid_ch_aki_3,7140,7140,false,true
vw_024,vid_ch_s01_2,5080,5080,false,true
vw_024,vid_ch_s06_1,3940,3940,false,true
vw_024,vid_ch_s13_0,8905,8905,false,true
vw_024,vid_ch_s10_0,18000,,true,true
vw_024,vid_ch_s04_1,11200,11200,false,true
vw_025,vid_ch_s05_2,8995,8995,false,true
vw_025,vid_ch_s00_1,4767,4767,false,true
vw_025,vid_ch_s07_1,18000,,true,true
vw_025,vid_ch_s11_2,7688,7688,false,true
vw_025,vid_ch_vera_1,7848,7848,false,true
vw_025,vid_ch_s17_1,3753,3753,false,true
vw_025,vid_ch_s15_0,6185,6185,false,true
vw_025,vid_ch_s12_2,3816,3816,false,true
vw_025,vid_ch_s02_0,7053,7053,false,true
vw_025,vid_ch_s16_0,5316,5316,false,true
vw_025,vid_ch_s16_1,3413,3413,false,true
vw_025,vid_ch_s10_1,3804,3804,false,true
vw_025,vid_ch_s20_1,8970,8970,false,true
vw_025,vid_ch_aki_0,3084,3084,false,true
vw_025,vid_ch_s19_0,4228,4228,false,true
vw_026,vid_ch_pix_0,18000,,true,true
vw_026,vid_ch_s13_1,2640,2640,false,true
vw_026,vid_ch_s01_3,6878,6878,false,true
vw_026,vid_ch_s04_0,6810,6810,false,true
vw_026,vid_ch_s16_2,4702,4702,false,true
vw_026,vid_ch_nova_1,12000,,true,true
vw_026,vid_ch_mei_1,9000,,true,true
vw_026,vid_ch_s03_0,5737,5737,false,true
vw_026,vid_ch_s11_1,18000,,true,true
vw_026,vid_ch_s12_0,5238,5238,false,true
vw_026,vid_ch_s06_0,9178,9178,false,true
vw_026,vid_ch_s20_2,12000,,true,true
vw_026,vid_ch_juno_1,3949,3949,false,true
vw_027,vid_ch_s00_1,15000,,true,true
vw_027,vid_ch_pix_3,5193,5193,false,true
vw_027,vid_ch_s15_1,18000,,true,true
vw_027,vid_ch_s04_1,7277,7277,false,true
vw_027,vid_ch_s11_0,4893,4893,false,true
vw_027,vid_ch_vera_1,7669,7669,false,true
vw_027,vid_ch_s17_0,6404,6404,false,true
vw_027,vid_ch_s04_2,2455,2455,false,true
vw_027,vid_ch_s07_0,18000,,true,true
vw_027,vid_ch_kai_0,12000,,true,true
vw_027,vid_ch_s21_0,15000,,true,true
vw_027,vid_ch_kai_1,7408,7408,false,true
vw_027,vid_ch_s09_0,7053,7053,false,true
vw_027,vid_ch_s08_1,6143,6143,false,true
vw_027,vid_ch_s19_0,4979,4979,false,true
vw_027,vid_ch_ray_0,3330,3330,false,true
vw_027,vid_ch_s21_1,15000,,true,true
vw_027,vid_ch_s08_2,15000,,true,true
vw_027,vid_ch_pix_1,3240,3240,false,true
vw_027,vid_ch_s02_2,5182,5182,false,true
vw_027,vid_ch_s05_2,2947,2947,false,true
vw_028,vid_ch_s21_0,7134,7134,false,true
vw_028,vid_ch_kai_2,9000,,true,true
vw_028,vid_ch_s00_1,7072,7072,false,true
vw_028,vid_ch_s04_2,12000,,true,true
vw_028,vid_ch_aki_2,5323,5323,false,true
vw_028,vid_ch_s07_1,18000,,true,true
vw_028,vid_ch_s12_3,1647,1647,false,true
vw_028,vid_ch_kai_1,8000,8000,false,true
vw_028,vid_ch_s19_0,12000,,true,true
vw_028,vid_ch_s08_0,8694,8694,false,true
vw_028,vid_ch_aki_0,4409,4409,false,true
vw_028,vid_ch_juno_1,3096,3096,false,true
vw_028,vid_ch_aki_1,4642,4642,false,true
vw_028,vid_ch_s10_1,12000,,true,true
vw_028,vid_ch_s01_0,18000,,true,true
vw_028,vid_ch_s06_1,3171,3171,false,true
vw_028,vid_ch_s05_2,7871,7871,false,true
vw_028,vid_ch_s20_1,18000,,true,true
vw_028,vid_ch_s08_2,6288,6288,false,true
vw_029,vid_ch_s05_0,9000,,true,true
vw_029,vid_ch_s01_1,5804,5804,false,true
vw_029,vid_ch_s15_1,3035,3035,false,true
vw_029,vid_ch_s20_2,12000,,true,true
vw_029,vid_ch_kai_2,1865,1865,false,true
vw_029,vid_ch_aki_2,5088,5088,false,true
vw_029,vid_ch_s02_1,5381,5381,false,true
vw_029,vid_ch_s04_2,5810,5810,false,true
vw_029,vid_ch_juno_1,2863,2863,false,true
vw_029,vid_ch_nova_1,12000,,true,true
vw_029,vid_ch_juno_0,3828,3828,false,true
vw_029,vid_ch_s19_3,1965,1965,false,true
vw_029,vid_ch_s19_2,8444,8444,false,true
vw_029,vid_ch_s04_1,18000,,true,true
vw_029,vid_ch_s03_1,4365,4365,false,true
vw_029,vid_ch_s05_1,3508,3508,false,true
vw_029,vid_ch_s10_0,3583,3583,false,true
vw_029,vid_ch_s07_0,4114,4114,false,true
vw_029,vid_ch_s11_0,1820,1820,false,true
vw_029,vid_ch_s11_3,12000,,true,true
vw_029,vid_ch_pix_2,15000,,true,true
